Tutorial Group,Group,Student ID,School,Name,Gender,CGPA
G-12,10,3475,SBS,Sofia Ali,Female,4.2
G-12,7,4742,NIE,Sofia Nelson,Female,4.12
G-12,10,4629,SPMS,Stephen Evans,Male,3.95
G-12,10,1380,SSS,Tilly Ramos,Female,4.05
G-12,7,2791,CCDS,Vesper Salazar,Female,4.1
G-12,7,3066,CCDS,Yui Yamamoto,Female,4.25
G-12,7,406,EEE,Yuri Mikhailov,Male,4.19
G-12,7,216,CCDS,Zhonghua,Male,3.9
G-120,6,775,CCDS,Ashok Patil,Male,4.23
G-120,1,116,SoH,Ava Rodriguez,Female,4.04
G-120,9,1568,MAE,Briar Young,Female,4.1
G-120,6,4882,CoB (NBS),Charlotte Alexander,Female,4.14
G-120,6,3175,WKW SCI,Christopher Harris,Male,4.02
G-120,6,1475,CEE,Deng Li,Male,4.2
G-120,3,1856,CCDS,Derek Tan,Male,4.04
G-120,3,5006,CCDS,Dong-Il Kim,Male,4.1
G-120,3,2420,CEE,Faisal Bin Yusof,Male,4.57
G-120,3,3187,MAE,Fauzi Bin Zain,Male,4.52
G-120,10,3840,CCDS,Giselle Bautista,Female,4.04
G-120,10,5148,CoB (NBS),Isaac Wu,Male,4.1
G-120,10,4719,CoB (NBS),Jackson Moore,Male,4.11
G-120,10,3750,CoB (NBS),Janelle Huang,Female,4.12
G-120,7,350,EEE,Janet Ng,Female,4.15
G-120,7,2008,CoB (NBS),Jasmine Khan,Female,4.1
G-120,10,2769,WKW SCI,Jayden Clark,Male,4.2
G-120,7,1182,CCEB,Jessica Lee,Female,4.1
G-120,7,163,EEE,Jing Chen,Male,4.05
G-120,9,4070,MAE,John Walker,Male,4.26
G-120,9,641,CCEB,Joni Setiawan,Male,3.9
G-120,9,3859,CoE,Kai Wei,Male,4.01
G-120,9,3222,CCDS,Kang Lei,Female,4.04
G-120,5,440,CEE,Levi Parker,Male,4.04
G-120,5,2553,CoE,Lucas Gonzalez,Male,4.08
G-120,5,4218,CCDS,Marcus Chen,Male,4.1
G-120,5,2805,EEE,Nolan Foster,Male,4.14
G-120,4,2685,MAE,Oliver Wu,Male,4.08
G-120,4,1256,CoB (NBS),Omar Chen,Male,4.14
G-120,4,2004,CCEB,Rachel Yeo,Female,4.25
G-120,4,2703,MAE,Ravi Gupta,Male,4.03
G-120,2,822,CCEB,Riku Tanaka,Female,4.03
G-120,2,5220,CoB (NBS),Rishi Singh,Male,4.08
G-120,2,5563,MSE,Ruiwen,Male,4.15
G-120,2,2696,CCDS,Samantha Cooper,Female,4.03
G-120,2,3721,CoB (NBS),Samantha Lee,Female,4.52
G-120,1,4631,EEE,Samantha Patel,Female,4.0
G-120,1,5835,MAE,Samuel Cook,Male,4.02
G-120,3,390,ASE,Sneha Chakraborty,Female,4.2
G-120,4,4611,SBS,Sophia White,Female,4.02
G-120,1,5908,CCEB,Taro Suzuki,Male,4.16
G-120,1,1317,MAE,Tina Sun,Female,4.0
G-120,8,3229,EEE,Victor Andreyev,Male,4.08
G-120,5,92,CEE,Victoria Choi,Female,4.14
G-120,8,3174,CCEB,Yan Li,Female,4.18
G-120,6,2507,SSS,Yani Rahmadani,Female,4.0
G-120,8,1957,CCDS,Yani Santoso,Female,4.2
G-120,8,5205,CCEB,Yara Price,Female,4.2
G-120,7,2945,NIE,Yasir Shah,Male,3.95
G-120,8,1179,LKCMedicine,Yasmin Kaur,Female,4.04
G-13,10,3502,CoB (NBS),Aiko Watanabe,Female,4.01
G-13,10,1078,CoB (NBS),Alyssa Garcia,Female,4.0
G-13,10,4054,CEE,Anthony Morgan,Male,4.17
G-13,1,1239,MAE,Arnav Yadav,Male,4.01
G-13,10,2583,CoB (NBS),Boris Volkov,Male,4.12
G-13,2,5986,WKW SCI,Colton Roberts,Male,4.2
G-13,3,5189,SBS,Denny Saputra,Male,3.9
G-13,3,1855,SoH,Diya Mukherjee,Female,4.14
G-13,3,1524,CEE,Dustin Zhao,Male,4.08
G-13,3,1171,SSS,Eli Chen,Male,4.14
G-13,3,3074,CCEB,Emily Chua,Female,4.3
G-13,4,2853,SPMS,Evelyn Robinson,Female,3.94
G-13,5,4319,ASE,Fang Hong,Female,4.11
G-13,8,5394,SoH,Harish Rao,Male,4.21
G-13,8,2845,CEE,Hendrik Surya,Male,4.0
G-13,8,2243,SoH,Huiqin,Female,4.15
G-13,6,1616,CoE,Hussain Bin Mohd,Male,3.92
G-13,8,1422,CEE,Jackie Robinson,Male,4.11
G-13,5,484,SoH,Jia Li,Male,3.86
G-13,5,4909,SBS,Kaori Nakajima,Female,4.18
G-13,5,619,NIE,Kieran Kim,Male,3.9
G-13,5,537,EEE,Kiran Patel,Female,3.87
G-13,2,5998,EEE,Leila Shah,Female,3.94
G-13,2,5722,CEE,Lila Reed,Female,4.14
G-13,2,4256,CCDS,Ling Zhang,Female,4.08
G-13,2,5952,SoH,Lola Wong,Female,4.11
G-13,4,4676,CCDS,Lucas Peterson,Male,4.15
G-13,4,4211,EEE,Lydia Patterson,Female,3.94
G-13,4,3467,CoB (NBS),Meena Iyer,Female,4.19
G-13,4,4534,SBS,Meiling,Female,4.25
G-13,7,1527,NIE,Nina Tan,Female,4.05
G-13,6,1840,CCDS,Nora Bell,Female,4.26
G-13,6,5517,SSS,Olivia Allen,Female,4.12
G-13,6,1501,NIE,Paul Kim,Male,4.04
G-13,6,5847,CEE,Qori Amalia,Female,4.15
G-13,7,2704,EEE,Rahul Joshi,Male,3.88
G-13,7,3689,CCDS,Ruiwen,Female,3.95
G-13,7,378,SSS,Ryan Edwards,Male,4.06
G-13,7,5161,EEE,Shun Takahashi,Male,4.12
G-13,9,3476,SSS,Su Ling,Female,4.0
G-13,8,5398,MAE,Svetlana Egorova,Female,3.87
G-13,9,3935,SSS,Tasneem Javed,Female,4.2
G-13,9,2452,CCDS,Vivek Sethi,Male,4.11
G-13,9,4076,EEE,Wahyu Prabowo,Male,3.95
G-13,9,4840,SPMS,Wenkai,Male,4.0
G-13,10,2142,CoB (NBS),Wyatt Ward,Male,4.17
G-13,1,2068,EEE,Yara Ross,Female,4.06
G-13,1,2260,CCEB,Yun Li,Female,3.97
G-13,1,4911,SoH,Zara Ho,Female,4.05
G-13,1,1047,CCDS,Zara Wang,Female,4.04
G-14,5,5338,CCEB,Aiko Kimura,Female,4.25
G-14,1,3301,MSE,Anita Clarke,Female,4.1
G-14,2,3127,CCDS,Ashraff Bin Mohd,Male,4.05
G-14,5,1788,NIE,Brendan James,Male,4.2
G-14,5,2880,SSS,Carmen Lee,Female,3.96
G-14,3,1747,ADM,Chandra Widyanto,Male,4.52
G-14,5,2014,SSS,Chloe Ng,Female,4.21
G-14,4,290,MAE,Diana Kwan,Female,4.09
G-14,8,2563,ASE,Dylan Adams,Male,3.87
G-14,8,5711,SPMS,Eko Prasetyo,Male,3.8
G-14,8,4775,CoB (NBS),Emily Harris,Female,4.15
G-14,8,1425,SSS,Fatimah Rahman,Female,4.14
G-14,9,1407,CoB (NBS),Freddie Wong,Male,4.08
G-14,9,1698,CCEB,Hana Yamamoto,Female,4.14
G-14,5,259,CCEB,Hao Xiang Tan,Male,4.05
G-14,9,2714,SPMS,Henry King,Male,4.04
G-14,9,1416,NIE,Henry Morales,Male,4.02
G-14,1,666,CEE,Hugo Huang,Male,4.02
G-14,1,664,SSS,Hui Yao Tan,Female,4.1
G-14,1,4329,CCEB,Jenna Wong,Female,4.12
G-14,1,839,NIE,Jing Yi,Female,3.89
G-14,6,128,LKCMedicine,Kai Wong,Male,3.96
G-14,7,5152,CEE,Liang Hong,Male,4.05
G-14,7,2319,SSS,Linda Wong,Female,4.11
G-14,7,5443,CCDS,Madiha Qureshi,Female,4.1
G-14,7,3424,EEE,Min-Jae Park,Male,4.14
G-14,3,3423,CoB (NBS),Quinn Dela Cruz,Female,4.01
G-14,3,2,CCEB,Rabia Noor,Female,4.02
G-14,3,2710,ASE,Riley Kim,Male,4.2
G-14,7,5004,ADM,Riya Yadav,Female,4.03
G-14,3,5118,CoE,Rizal Ramadhan,Male,3.92
G-14,4,5683,EEE,Samuel Morgan,Male,4.15
G-14,4,806,SPMS,Samuel Torres,Male,3.9
G-14,8,1117,ASE,Sanjana Mehta,Female,4.08
G-14,4,1491,CoB (NBS),Shahid Malik,Male,3.9
G-14,4,5400,SBS,Shamita Rani,Female,4.04
G-14,10,3609,CoB (NBS),Sharifah Ali,Female,3.8
G-14,10,3334,SSS,Siti Aisyah,Female,3.9
G-14,9,5071,CEE,Sophie Liao,Female,4.25
G-14,10,677,SBS,Stella Green,Female,4.11
G-14,10,2590,SPMS,Steve Lau,Male,4.01
G-14,6,2074,NIE,Talia Chang,Female,4.18
G-14,6,5173,CoB (NBS),Tian Wang,Male,4.3
G-14,6,2070,CCDS,Veera Kumar,Female,4.02
G-14,10,110,MAE,Winston Yang,Male,4.12
G-14,6,1165,EEE,Xander Wong,Male,4.1
G-14,2,3722,CCDS,Xyla Cruz,Female,4.14
G-14,2,1324,CoE,Yusuf Bin Sulaiman,Male,4.22
G-14,2,3114,EEE,Yvonne Ko,Female,4.14
G-14,2,1464,CoE,Zhou Min,Male,4.15
G-15,4,4262,CEE,Aaron Taylor,Male,4.15
G-15,4,2815,CoB (NBS),Aditi Bhat,Male,4.11
G-15,4,1897,EEE,Andrew Clark,Male,4.08
G-15,4,2910,CCDS,Azhar Khan,Male,3.87
G-15,1,577,MSE,Beckett Lee,Male,4.05
G-15,5,4920,CoB (NBS),Brendan James,Male,4.15
G-15,2,4090,ASE,Caleb Hughes,Male,4.13
G-15,10,2367,SoH,Deepika Singh,Female,4.14
G-15,3,894,NIE,Derek Tan,Male,4.3
G-15,5,219,MAE,Dominic Yang,Male,4.0
G-15,5,3089,CCDS,Felicity Morgan,Female,4.01
G-15,4,3968,MAE,Hani Susanti,Female,4.15
G-15,5,3369,CEE,Haroon Qureshi,Male,4.19
G-15,7,450,MAE,Hassan Bin Yusof,Male,4.01
G-15,7,5181,CCDS,Isaac Tan,Male,3.92
G-15,7,3380,CCEB,Isabella Wilson,Female,4.03
G-15,5,3072,LKCMedicine,Isha Tan,Female,4.03
G-15,7,1181,EEE,Jayden Lee,Male,4.08
G-15,6,1806,CCDS,Leo Cooper,Male,4.17
G-15,6,54,CCDS,Levi Price,Male,4.02
G-15,6,5501,SSS,Lily Ng,Female,3.93
G-15,6,5276,MSE,Meenakshi Iyer,Female,4.06
G-15,3,4265,CCEB,Mira Sulaiman,Female,3.91
G-15,3,5948,MSE,Neelam Patel,Female,4.03
G-15,3,1350,SSS,Nguyen Thi Thuy,Female,4.13
G-15,3,1506,EEE,Noor Rani,Female,3.91
G-15,10,1411,EEE,Rory Hughes,Male,4.09
G-15,10,3621,SSS,Saki Watanabe,Female,4.15
G-15,10,1034,CoB (NBS),Samantha Wu,Female,4.01
G-15,10,5728,CoB (NBS),Sania Noor,Female,3.88
G-15,9,968,CoB (NBS),Seng Wei Lim,Male,4.0
G-15,9,4835,EEE,Shaima Binti Rahman,Female,4.0
G-15,9,1102,CCDS,Shanaz Iqbal,Female,4.12
G-15,9,299,CoB (NBS),Siddharth Iyer,Male,4.22
G-15,6,5141,SPMS,Soniya Malik,Female,4.03
G-15,2,317,CCDS,Soren Wu,Male,4.02
G-15,2,4856,EEE,Sung-Min Yoo,Male,4.13
G-15,2,1151,CCDS,Truong Van Hoang,Male,4.21
G-15,2,3352,CEE,Tyler Johnson,Male,4.2
G-15,7,898,ASE,Victoria Wang,Female,4.14
G-15,8,1315,CEE,Warner Ng,Male,4.1
G-15,8,642,MAE,Wu Bin,Male,4.06
G-15,8,1569,SSS,Xiangqi,Male,4.01
G-15,8,1626,CoB (NBS),Yun Zhang,Male,4.09
G-15,8,4908,MAE,Zachary Garcia,Male,3.91
G-15,1,4782,CCDS,Zachary Walker,Male,4.01
G-15,1,4561,CCDS,Zahra Khan,Female,3.95
G-15,9,2524,SPMS,Zhao Li,Male,4.2
G-15,1,2045,CCEB,Zoe Lim,Female,3.89
G-15,1,4868,SoH,Zoe Lin,Female,4.0
G-16,7,1175,CCEB,Aishwarya Nair,Female,3.9
G-16,7,3975,EEE,Albert Yip,Male,4.05
G-16,7,5922,SBS,Ami Mori,Female,4.03
G-16,7,5508,SBS,Anita Patel,Female,4.2
G-16,6,3995,EEE,Caleb Yang,Male,3.89
G-16,6,3361,CoB (NBS),Chen Wang,Male,4.02
G-16,6,5429,CCEB,Chloe Green,Female,4.14
G-16,6,5380,CoB (NBS),Derek Bautista,Male,4.14
G-16,4,3018,MAE,Derek Hill,Male,4.09
G-16,4,5365,EEE,Durga Sharma,Female,4.14
G-16,4,4806,CoB (NBS),Dylan Lewis,Male,4.15
G-16,4,3868,SSS,Eva Cooper,Female,4.05
G-16,1,189,MAE,Geeta Reddy,Female,4.1
G-16,1,2569,MAE,Henry Cheung,Male,4.11
G-16,1,5183,LKCMedicine,Hiroshi Yamashita,Male,3.94
G-16,2,4871,WKW SCI,Ivan Wong,Male,4.08
G-16,3,4058,SoH,Jane Lee,Female,4.17
G-16,1,1300,SoH,Jeremiah Santos,Male,4.0
G-16,4,302,CCDS,Kathy Yip,Female,4.19
G-16,1,1111,CCDS,Khalid Malik,Male,4.04
G-16,8,4148,CEE,Liam Hughes,Male,4.15
G-16,8,673,CoB (NBS),Liam Reddy,Male,4.22
G-16,8,1949,EEE,Lihua,Female,4.2
G-16,8,100,CCEB,Lydia Chen,Female,4.0
G-16,10,4195,EEE,Lydia Yip,Female,4.48
G-16,10,4365,SBS,Mabel Turner,Female,4.12
G-16,5,2030,ASE,Maya Alexander,Female,4.1
G-16,10,3703,SSS,Maya Tan,Female,4.12
G-16,10,522,SSS,Mia Clark,Female,4.03
G-16,9,3264,SSS,Naina Mehta,Female,4.02
G-16,9,4212,CCEB,Nazia Nadeem,Female,4.0
G-16,9,4469,SoH,Nitin Kumar,Male,3.85
G-16,9,1560,CoB (NBS),Noor Jahan,Female,3.95
G-16,2,1480,CoB (NBS),Ritika Singh,Female,4.01
G-16,6,3090,WKW SCI,Samara Chang,Female,4.2
G-16,2,533,EEE,Sanjana Gupta,Female,4.14
G-16,2,80,CCEB,Shu Fang,Female,4.1
G-16,7,5520,ADM,Shuqi,Male,4.2
G-16,2,3791,SBS,Soo-Min Park,Female,4.03
G-16,3,2307,MAE,Sophia Davis,Female,3.88
G-16,8,5902,CEE,Sylvia Tan,Female,4.1
G-16,9,4750,ASE,Tristan Lim,Male,4.1
G-16,10,2050,SPMS,Tyson Scott,Male,4.06
G-16,3,3046,MAE,Ursula Cruz,Female,4.01
G-16,3,4673,SBS,Usman Iqbal,Male,4.02
G-16,3,5691,CCDS,Wei Jie,Male,4.06
G-16,5,471,CoB (NBS),Wesley Villanueva,Male,3.89
G-16,5,2087,MAE,William Li,Male,4.2
G-16,5,1344,CEE,Xiuqin,Male,4.15
G-16,5,5277,MAE,Zhen Li,Male,4.01
G-17,10,4215,MAE,Aaron Lee,Male,4.52
G-17,1,411,SoH,Aleksei Koval,Female,3.9
G-17,10,1652,CCEB,Angela Zhang,Female,4.08
G-17,10,2321,MAE,Anil Mehta,Male,4.01
G-17,10,2914,CoB (NBS),Anya Mohd,Female,4.12
G-17,3,5204,SBS,Diyana Binti Kamar,Female,4.1
G-17,3,4886,MAE,Edison Raka,Male,4.2
G-17,7,949,LKCMedicine,Evan Thomas,Male,4.09
G-17,2,4231,ASE,Geeta Kaur,Female,4.18
G-17,3,1914,EEE,George Wilson,Male,4.15
G-17,3,4910,EEE,Gwen Lee,Female,4.18
G-17,3,3818,SoH,Harrison Mendoza,Male,3.9
G-17,5,3792,SBS,Huifen,Female,4.0
G-17,4,2101,ASE,James Tan,Male,4.06
G-17,5,2810,EEE,Janet Wong,Female,3.96
G-17,5,520,SPMS,Jia Ming,Male,4.17
G-17,5,5707,CoE,Jin Ho,Male,4.12
G-17,1,1903,MAE,Joshua Thomas,Male,4.05
G-17,1,3521,MAE,Kenny Lim,Male,4.16
G-17,8,3097,EEE,Kenta Takahashi,Male,4.17
G-17,5,4292,MSE,Manish Joshi,Male,4.19
G-17,1,1872,SSS,Maya Binti Azman,Female,4.05
G-17,1,5875,CCDS,Maya Johnson,Female,4.14
G-17,6,5495,CCDS,Meher Awan,Female,4.09
G-17,6,5609,SPMS,Minh Dao,Male,4.27
G-17,6,5325,CoE,Mohammed Ali,Male,4.11
G-17,6,166,MAE,Nash Reddy,Male,4.08
G-17,8,1851,SSS,Nicolette Cruz,Female,4.04
G-17,8,2037,CoB (NBS),Peiyu,Female,3.9
G-17,8,993,CEE,Reza Khan,Male,4.02
G-17,8,5607,CCEB,Ritika Ali,Female,4.18
G-17,2,2887,CoE,Rohan Kumar,Male,4.3
G-17,2,638,LKCMedicine,Rui Jin Tan,Male,4.05
G-17,2,4505,MAE,Sadia Bukhari,Female,3.91
G-17,2,5557,CCDS,Sana Johar,Female,4.02
G-17,4,4585,CoB (NBS),Scarlett Tan,Female,4.12
G-17,4,3434,CCEB,Siti Amani,Female,4.06
G-17,4,4801,SSS,Sofia Lee,Female,4.02
G-17,4,3243,SSS,Tina Lim,Female,4.01
G-17,6,5815,CCDS,Toshiro Takashima,Male,3.9
G-17,9,3316,SSS,Uriah Ramos,Male,4.22
G-17,9,322,SSS,Vinay Nair,Male,4.1
G-17,9,5523,EEE,Violet Zhou,Female,4.04
G-17,9,1982,SPMS,Wang Feng,Male,3.87
G-17,9,1781,CEE,Wawan Kurniawan,Male,4.15
G-17,7,3303,SPMS,Xiao Yu,Male,4.1
G-17,7,3780,CoB (NBS),Yuna Tan,Female,3.89
G-17,7,1812,CoB (NBS),Zain Ali,Female,4.11
G-17,7,4930,SBS,Zara Mitchell,Female,4.09
G-17,10,2138,MAE,Zulaikha Binti Mohd,Female,4.25
G-18,3,1507,EEE,Adrian Lim,Male,4.01
G-18,3,5268,SSS,Amina Tariq,Female,4.0
G-18,3,5356,SPMS,Arjun Rao,Male,4.14
G-18,3,4921,SBS,Athena Zhao,Female,4.17
G-18,1,4647,SBS,Ayushi Gupta,Female,4.01
G-18,1,262,CCDS,Bilal Ahmed,Male,4.19
G-18,1,3056,EEE,Brayden Hall,Male,4.04
G-18,1,2214,CoB (NBS),Chloe Chen,Female,4.1
G-18,1,37,MSE,Citra Amara,Female,3.9
G-18,5,4383,WKW SCI,Derek White,Male,3.87
G-18,6,3847,MAE,Dylan Parker,Male,4.14
G-18,5,2076,MAE,Ella Villanueva,Female,4.18
G-18,2,4537,ADM,Fang Ling,Female,4.22
G-18,5,5185,MAE,Fang Mei,Female,3.97
G-18,5,4264,CoE,Hao Liang Lim,Male,3.85
G-18,2,2266,SPMS,Harlan Perdana,Male,4.0
G-18,2,4549,CCDS,Isabella Lee,Female,3.9
G-18,2,2066,EEE,Jackson Clark,Male,4.13
G-18,5,1132,WKW SCI,Jawad Khan,Male,4.14
G-18,9,3288,CCEB,Jonathan Sun,Male,4.15
G-18,7,1775,CoE,Kelly Tsang,Male,4.04
G-18,2,5751,SSS,Kinsley Tsai,Female,4.12
G-18,7,1983,MSE,Layla Harris,Female,4.17
G-18,7,4143,SSS,Lila Tan,Female,4.1
G-18,7,4259,ASE,Liu Wei,Female,4.02
G-18,7,1269,SoH,Luca Wong,Male,4.01
G-18,8,3688,SoH,Lucas Wright,Male,3.9
G-18,3,907,EEE,Maya Rani,Female,4.18
G-18,8,4003,CoB (NBS),Megan Lim,Female,4.07
G-18,8,851,CoB (NBS),Min Li,Female,4.18
G-18,8,1301,MAE,Mira Binti Yusof,Female,3.9
G-18,4,4155,CoB (NBS),Mohan Rao,Male,4.15
G-18,4,205,SPMS,Pandu Setiawan,Male,4.2
G-18,4,5566,CoB (NBS),Paxton Ross,Male,4.12
G-18,4,2736,CoB (NBS),Rita Sharma,Female,3.89
G-18,9,1227,CoB (NBS),Samantha Tan,Female,4.14
G-18,9,5826,CCEB,Sana Reddy,Female,4.2
G-18,9,5297,CoB (NBS),Shahida Khan,Female,4.1
G-18,8,5919,CCDS,Shan Binti,Female,4.14
G-18,10,4244,ASE,Shreya Das,Female,4.05
G-18,4,4751,CEE,Shuang,Female,3.9
G-18,9,589,SSS,Sophia Thomas,Female,4.17
G-18,6,79,CoB (NBS),Suhana Rao,Female,4.02
G-18,6,5505,MSE,Tessa Lee,Female,4.16
G-18,6,3255,CCEB,Tyler Garcia,Male,3.92
G-18,6,4422,MAE,Uday Singh,Male,4.12
G-18,10,877,MAE,Xiu Zhang,Female,4.15
G-18,10,3253,SBS,Yasmin Lee,Female,4.05
G-18,10,3260,CCEB,Yuying Wang,Female,4.09
G-18,10,1277,SSS,Zara Lim,Female,4.15
G-19,10,5668,CEE,Aarav Reddy,Male,4.15
G-19,3,4684,EEE,Alyssa Ramirez,Female,4.0
G-19,3,4341,CoE,Amite Agarwal,Male,4.03
G-19,3,1874,MAE,An Nguyen,Male,3.88
G-19,3,465,CoE,Ananya Kaul,Female,4.18
G-19,1,2812,CCEB,Arunachalam Devi,Female,4.01
G-19,5,2386,SPMS,Arvind Reddy,Male,4.08
G-19,5,1761,CoB (NBS),Ava Wilson,Female,4.1
G-19,5,1229,NIE,Chen Bo,Male,4.03
G-19,5,5255,SBS,Chen Yu,Male,3.94
G-19,1,966,CoB (NBS),Christopher Morris,Male,4.15
G-19,1,2490,CoE,Chunxiu,Female,4.05
G-19,1,3120,CoB (NBS),Ella Mitchell,Female,4.12
G-19,1,3375,CoB (NBS),Emily White,Female,4.18
G-19,4,5163,SPMS,Gabriel Scott,Male,4.1
G-19,2,3510,LKCMedicine,Gavin Zhao,Male,4.01
G-19,3,5773,ASE,Imran Waseem,Male,4.17
G-19,4,5064,CoB (NBS),Jaxon White,Male,4.03
G-19,4,3314,CoB (NBS),Jessica Martinez,Female,4.11
G-19,4,1686,MAE,Kendrick Scott,Male,3.89
G-19,7,880,NIE,Lance Alvarado,Male,4.16
G-19,7,3993,CCDS,Lucas Green,Male,4.18
G-19,7,3430,EEE,Mason Wilson,Male,4.07
G-19,7,506,CCDS,Matthew Clark,Male,3.9
G-19,6,1632,SBS,Matthew Lee,Male,4.08
G-19,6,4511,SSS,Mi-Sook Kim,Female,3.85
G-19,4,671,ADM,Miyuki Watanabe,Female,4.01
G-19,6,4669,SSS,Nguyen Thi Lan,Female,4.19
G-19,6,320,CoB (NBS),Nikhil Reddy,Male,4.01
G-19,5,4504,SBS,Nina Desai,Female,4.19
G-19,2,3632,CCDS,Nina Hu,Female,4.14
G-19,2,4156,EEE,Olivia Fernandez,Female,4.25
G-19,2,510,EEE,Owais Khan,Male,4.09
G-19,6,5946,SoH,Ping Zhang,Female,4.11
G-19,2,4786,MAE,Priti Mehta,Female,4.02
G-19,7,5227,LKCMedicine,Qi Zhang,Female,4.02
G-19,10,4380,CCDS,Qianwen,Female,4.05
G-19,8,1520,MSE,Rohan Gupta,Male,4.11
G-19,10,1895,CEE,Rohan Shah,Male,4.0
G-19,10,4229,EEE,Samuel Lee,Male,4.14
G-19,10,3889,SSS,Sasha Tan,Female,4.2
G-19,9,2504,EEE,Shanaya Tan,Female,4.06
G-19,9,5635,EEE,Sneha Joshi,Female,4.03
G-19,9,1169,CoB (NBS),Sushmita Roy,Female,4.12
G-19,9,5769,SSS,Tristan Castillo,Male,4.14
G-19,9,1200,MAE,Vanya Nair,Female,4.12
G-19,8,3574,SSS,Violeta Ong,Female,4.0
G-19,8,49,CCDS,Whitney Alvarado,Female,4.18
G-19,8,1829,CoE,Zachary Li,Male,4.05
G-19,8,3177,CoB (NBS),Zhou Rui,Male,4.03
G-2,3,1765,CCDS,Aadhya Sharma,Female,4.01
G-2,1,5802,CEE,Addison Chen,Female,4.03
G-2,3,764,CEE,Ahmad Ramlie,Male,4.02
G-2,3,4006,CEE,Ali Abubakar,Male,4.12
G-2,2,321,SoH,Anya Chua,Female,4.01
G-2,3,460,CCDS,Brianna Johnson,Female,4.1
G-2,3,2788,MSE,Carter Moore,Male,4.17
G-2,4,5750,WKW SCI,Chunhua,Female,3.9
G-2,5,3026,NIE,David Ho,Male,4.0
G-2,2,3501,SoH,Derek Adams,Male,4.05
G-2,2,3527,WKW SCI,Eli Walker,Male,4.19
G-2,2,4851,SSS,Fatima Rani,Female,4.09
G-2,2,5996,MAE,Fatima Yusof,Female,4.19
G-2,5,3926,EEE,Gisela Tan,Female,4.19
G-2,5,4738,SSS,Hanafi Bin Mohd,Female,4.05
G-2,5,3523,WKW SCI,Haroon Ali,Male,3.95
G-2,5,586,EEE,Isaiah Turner,Male,4.18
G-2,1,3533,CEE,Izzat Bin Ibrahim,Male,4.15
G-2,6,2473,SPMS,Jasper Lim,Male,4.12
G-2,1,4453,SSS,Jesse Bennett,Male,4.03
G-2,1,5103,CCDS,Ki-Hoon Kim,Male,4.03
G-2,1,229,CoB (NBS),Lana Turner,Female,4.17
G-2,10,1726,CCEB,Lara Li,Female,4.2
G-2,10,2052,EEE,Layla Collins,Female,4.05
G-2,10,2547,CCDS,Lila Zhao,Female,4.01
G-2,10,5371,SBS,Lina Binti Ali,Female,4.19
G-2,6,2712,SBS,Mei Zhao,Female,4.12
G-2,6,1814,CCEB,Mingjing,Female,4.05
G-2,6,5080,CoB (NBS),Mira Lin,Female,4.15
G-2,6,3636,CCEB,Nadia Iqbal,Female,4.16
G-2,4,4392,EEE,Nathaniel Adams,Male,4.2
G-2,7,4123,NIE,Nguyen Thi Phuong,Female,4.03
G-2,4,5226,CCEB,Patricia Wong,Female,4.18
G-2,4,3212,CoB (NBS),Priya Gupta,Female,4.07
G-2,4,5073,SoH,Quinn Lee,Male,4.01
G-2,7,1428,MAE,Selena Tan,Female,4.17
G-2,7,3615,MSE,Shalini Pillai,Female,4.22
G-2,7,4558,MAE,Shirley Tan,Female,4.06
G-2,7,3611,CCDS,Sofia Chandra,Female,4.22
G-2,8,1455,ADM,Sophia Koh,Female,4.15
G-2,8,1965,SBS,Stella Bryant,Female,3.88
G-2,9,3568,ASE,Tanya Sharma,Female,4.03
G-2,8,4624,EEE,Tina Tan,Female,4.03
G-2,8,248,SSS,Winston Villanueva,Male,4.03
G-2,8,4759,CCEB,Xiu Li,Female,4.03
G-2,10,2611,CoB (NBS),Yang Zhang,Male,4.07
G-2,9,3882,CCEB,Yoshiko Mori,Female,4.03
G-2,9,1130,CCDS,Yuri Chekhov,Male,4.03
G-2,9,5994,MSE,Zain Qureshi,Female,4.11
G-2,9,1877,CCDS,Zhengrong,Male,4.2
G-20,7,3428,MAE,Abigail White,Female,4.11
G-20,1,2579,SPMS,Alice Liu,Female,4.22
G-20,7,130,CoB (NBS),Ayush Desai,Male,4.01
G-20,2,3991,SoH,Bella Torres,Female,4.1
G-20,7,5201,CoB (NBS),Cameron Hall,Male,4.02
G-20,3,5720,CoE,Emily Baker,Female,4.2
G-20,7,5182,CoB (NBS),Emily Hill,Female,4.04
G-20,1,5653,SPMS,Gaurav Dutta,Male,4.18
G-20,1,879,SBS,Gina Agustina,Female,4.0
G-20,4,836,ADM,Greta Lin,Female,4.07
G-20,1,3456,EEE,Harper Wright,Female,4.03
G-20,1,853,EEE,Hiroshi Kobayashi,Male,4.2
G-20,3,4302,EEE,Huang Feng,Male,4.21
G-20,3,847,EEE,Huang Xin,Male,3.95
G-20,3,1433,EEE,Huanyu,Female,4.15
G-20,3,1499,CCDS,Ishaan Mehta,Male,4.03
G-20,9,4270,CoB (NBS),Ivy Chan,Female,3.96
G-20,5,2673,CoE,Jack Ng,Male,3.95
G-20,9,5593,CoB (NBS),Jaden Walker,Male,4.12
G-20,6,5216,CEE,Jasmine Hall,Female,4.12
G-20,9,255,CEE,Jin Ping,Male,4.12
G-20,9,3166,SBS,Jingwen,Female,4.05
G-20,7,976,MAE,Kartik Nair,Male,4.07
