Tutorial Group,Group,Student ID,School,Name,Gender,CGPA
G-13,3,4676,CCDS,Lucas Peterson,Male,4.15
G-13,3,4211,EEE,Lydia Patterson,Female,3.94
G-13,8,3467,CoB (NBS),Meena Iyer,Female,4.19
G-13,6,4534,SBS,Meiling,Female,4.25
G-13,7,1527,NIE,Nina Tan,Female,4.05
G-13,4,1840,CCDS,Nora Bell,Female,4.26
G-13,2,5517,SSS,Olivia Allen,Female,4.12
G-13,2,1501,NIE,Paul Kim,Male,4.04
G-13,2,5847,CEE,Qori Amalia,Female,4.15
G-13,4,2704,EEE,Rahul Joshi,Male,3.88
G-13,5,3689,CCDS,Ruiwen,Female,3.95
G-13,6,378,SSS,Ryan Edwards,Male,4.06
G-13,5,5161,EEE,Shun Takahashi,Male,4.12
G-13,5,3476,SSS,Su Ling,Female,4.0
G-13,8,5398,MAE,Svetlana Egorova,Female,3.87
G-13,4,3935,SSS,Tasneem Javed,Female,4.2
G-13,8,2452,CCDS,Vivek Sethi,Male,4.11
G-13,6,4076,EEE,Wahyu Prabowo,Male,3.95
G-13,9,4840,SPMS,Wenkai,Male,4.0
G-13,10,2142,CoB (NBS),Wyatt Ward,Male,4.17
G-13,8,2068,EEE,Yara Ross,Female,4.06
G-13,7,2260,CCEB,Yun Li,Female,3.97
G-13,7,4911,SoH,Zara Ho,Female,4.05
G-13,7,1047,CCDS,Zara Wang,Female,4.04
G-14,3,5338,CCEB,Aiko Kimura,Female,4.25
G-14,1,3301,MSE,Anita Clarke,Female,4.1
G-14,2,3127,CCDS,Ashraff Bin Mohd,Male,4.05
G-14,9,1788,NIE,Brendan James,Male,4.2
G-14,10,2880,SSS,Carmen Lee,Female,3.96
G-14,3,1747,ADM,Chandra Widyanto,Male,4.52
G-14,6,2014,SSS,Chloe Ng,Female,4.21
G-14,4,290,MAE,Diana Kwan,Female,4.09
G-14,1,2563,ASE,Dylan Adams,Male,3.87
G-14,7,5711,SPMS,Eko Prasetyo,Male,3.8
G-14,2,4775,CoB (NBS),Emily Harris,Female,4.15
G-14,5,1425,SSS,Fatimah Rahman,Female,4.14
G-14,4,1407,CoB (NBS),Freddie Wong,Male,4.08
G-14,8,1698,CCEB,Hana Yamamoto,Female,4.14
G-14,5,259,CCEB,Hao Xiang Tan,Male,4.05
G-14,8,2714,SPMS,Henry King,Male,4.04
G-14,8,1416,NIE,Henry Morales,Male,4.02
G-14,8,666,CEE,Hugo Huang,Male,4.02
G-14,3,664,SSS,Hui Yao Tan,Female,4.1
G-14,7,4329,CCEB,Jenna Wong,Female,4.12
G-14,3,839,NIE,Jing Yi,Female,3.89
G-14,6,128,LKCMedicine,Kai Wong,Male,3.96
G-14,3,5152,CEE,Liang Hong,Male,4.05
G-14,7,2319,SSS,Linda Wong,Female,4.11
G-14,7,5443,CCDS,Madiha Qureshi,Female,4.1
G-14,1,3424,EEE,Min-Jae Park,Male,4.14
G-14,1,3423,CoB (NBS),Quinn Dela Cruz,Female,4.01
G-14,1,2,CCEB,Rabia Noor,Female,4.02
G-14,10,2710,ASE,Riley Kim,Male,4.2
G-14,7,5004,ADM,Riya Yadav,Female,4.03
G-14,10,5118,CoE,Rizal Ramadhan,Male,3.92
G-14,10,5683,EEE,Samuel Morgan,Male,4.15
G-14,9,806,SPMS,Samuel Torres,Male,3.9
G-14,8,1117,ASE,Sanjana Mehta,Female,4.08
G-14,9,1491,CoB (NBS),Shahid Malik,Male,3.9
G-14,9,5400,SBS,Shamita Rani,Female,4.04
G-14,5,3609,CoB (NBS),Sharifah Ali,Female,3.8
G-14,2,3334,SSS,Siti Aisyah,Female,3.9
G-14,9,5071,CEE,Sophie Liao,Female,4.25
G-14,5,677,SBS,Stella Green,Female,4.11
G-14,5,2590,SPMS,Steve Lau,Male,4.01
G-14,2,2074,NIE,Talia Chang,Female,4.18
G-14,2,5173,CoB (NBS),Tian Wang,Male,4.3
G-14,4,2070,CCDS,Veera Kumar,Female,4.02
G-14,10,110,MAE,Winston Yang,Male,4.12
G-14,4,1165,EEE,Xander Wong,Male,4.1
G-14,6,3722,CCDS,Xyla Cruz,Female,4.14
G-14,6,1324,CoE,Yusuf Bin Sulaiman,Male,4.22
G-14,6,3114,EEE,Yvonne Ko,Female,4.14
G-14,4,1464,CoE,Zhou Min,Male,4.15
G-15,4,4262,CEE,Aaron Taylor,Male,4.15
G-15,5,2815,CoB (NBS),Aditi Bhat,Male,4.11
G-15,7,1897,EEE,Andrew Clark,Male,4.08
G-15,10,2910,CCDS,Azhar Khan,Male,3.87
G-15,1,577,MSE,Beckett Lee,Male,4.05
G-15,6,4920,CoB (NBS),Brendan James,Male,4.15
G-15,2,4090,ASE,Caleb Hughes,Male,4.13
G-15,10,2367,SoH,Deepika Singh,Female,4.14
G-15,3,894,NIE,Derek Tan,Male,4.3
G-15,3,219,MAE,Dominic Yang,Male,4.0
G-15,9,3089,CCDS,Felicity Morgan,Female,4.01
G-15,4,3968,MAE,Hani Susanti,Female,4.15
G-15,10,3369,CEE,Haroon Qureshi,Male,4.19
G-15,2,450,MAE,Hassan Bin Yusof,Male,4.01
G-15,3,5181,CCDS,Isaac Tan,Male,3.92
G-15,8,3380,CCEB,Isabella Wilson,Female,4.03
G-15,5,3072,LKCMedicine,Isha Tan,Female,4.03
G-15,1,1181,EEE,Jayden Lee,Male,4.08
G-15,8,1806,CCDS,Leo Cooper,Male,4.17
G-15,4,54,CCDS,Levi Price,Male,4.02
G-15,2,5501,SSS,Lily Ng,Female,3.93
G-15,3,5276,MSE,Meenakshi Iyer,Female,4.06
G-15,1,4265,CCEB,Mira Sulaiman,Female,3.91
G-15,3,5948,MSE,Neelam Patel,Female,4.03
G-15,1,1350,SSS,Nguyen Thi Thuy,Female,4.13
G-15,4,1506,EEE,Noor Rani,Female,3.91
G-15,9,1411,EEE,Rory Hughes,Male,4.09
G-15,9,3621,SSS,Saki Watanabe,Female,4.15
G-15,8,1034,CoB (NBS),Samantha Wu,Female,4.01
G-15,10,5728,CoB (NBS),Sania Noor,Female,3.88
G-15,9,968,CoB (NBS),Seng Wei Lim,Male,4.0
G-15,2,4835,EEE,Shaima Binti Rahman,Female,4.0
G-15,2,1102,CCDS,Shanaz Iqbal,Female,4.12
G-15,1,299,CoB (NBS),Siddharth Iyer,Male,4.22
G-15,6,5141,SPMS,Soniya Malik,Female,4.03
G-15,7,317,CCDS,Soren Wu,Male,4.02
G-15,10,4856,EEE,Sung-Min Yoo,Male,4.13
G-15,6,1151,CCDS,Truong Van Hoang,Male,4.21
G-15,8,3352,CEE,Tyler Johnson,Male,4.2
G-15,7,898,ASE,Victoria Wang,Female,4.14
G-15,5,1315,CEE,Warner Ng,Male,4.1
G-15,4,642,MAE,Wu Bin,Male,4.06
G-15,8,1569,SSS,Xiangqi,Male,4.01
G-15,7,1626,CoB (NBS),Yun Zhang,Male,4.09
G-15,7,4908,MAE,Zachary Garcia,Male,3.91
G-15,5,4782,CCDS,Zachary Walker,Male,4.01
G-15,5,4561,CCDS,Zahra Khan,Female,3.95
G-15,9,2524,SPMS,Zhao Li,Male,4.2
G-15,6,2045,CCEB,Zoe Lim,Female,3.89
G-15,6,4868,SoH,Zoe Lin,Female,4.0
G-16,7,1175,CCEB,Aishwarya Nair,Female,3.9
G-16,6,3975,EEE,Albert Yip,Male,4.05
G-16,1,5922,SBS,Ami Mori,Female,4.03
G-16,10,5508,SBS,Anita Patel,Female,4.2
G-16,4,3995,EEE,Caleb Yang,Male,3.89
G-16,3,3361,CoB (NBS),Chen Wang,Male,4.02
G-16,9,5429,CCEB,Chloe Green,Female,4.14
G-16,5,5380,CoB (NBS),Derek Bautista,Male,4.14
G-16,8,3018,MAE,Derek Hill,Male,4.09
G-16,2,5365,EEE,Durga Sharma,Female,4.14
G-16,1,4806,CoB (NBS),Dylan Lewis,Male,4.15
G-16,1,3868,SSS,Eva Cooper,Female,4.05
G-16,1,189,MAE,Geeta Reddy,Female,4.1
G-16,4,2569,MAE,Henry Cheung,Male,4.11
G-16,1,5183,LKCMedicine,Hiroshi Yamashita,Male,3.94
G-16,2,4871,WKW SCI,Ivan Wong,Male,4.08
G-16,3,4058,SoH,Jane Lee,Female,4.17
G-16,4,1300,SoH,Jeremiah Santos,Male,4.0
G-16,4,302,CCDS,Kathy Yip,Female,4.19
G-16,4,1111,CCDS,Khalid Malik,Male,4.04
G-16,7,4148,CEE,Liam Hughes,Male,4.15
G-16,7,673,CoB (NBS),Liam Reddy,Male,4.22
G-16,7,1949,EEE,Lihua,Female,4.2
G-16,10,100,CCEB,Lydia Chen,Female,4.0
G-16,10,4195,EEE,Lydia Yip,Female,4.48
G-16,6,4365,SBS,Mabel Turner,Female,4.12
G-16,5,2030,ASE,Maya Alexander,Female,4.1
G-16,10,3703,SSS,Maya Tan,Female,4.12
G-16,6,522,SSS,Mia Clark,Female,4.03
G-16,5,3264,SSS,Naina Mehta,Female,4.02
G-16,6,4212,CCEB,Nazia Nadeem,Female,4.0
G-16,5,4469,SoH,Nitin Kumar,Male,3.85
G-16,9,1560,CoB (NBS),Noor Jahan,Female,3.95
G-16,2,1480,CoB (NBS),Ritika Singh,Female,4.01
G-16,6,3090,WKW SCI,Samara Chang,Female,4.2
G-16,5,533,EEE,Sanjana Gupta,Female,4.14
G-16,2,80,CCEB,Shu Fang,Female,4.1
G-16,7,5520,ADM,Shuqi,Male,4.2
G-16,2,3791,SBS,Soo-Min Park,Female,4.03
G-16,9,2307,MAE,Sophia Davis,Female,3.88
G-16,8,5902,CEE,Sylvia Tan,Female,4.1
G-16,9,4750,ASE,Tristan Lim,Male,4.1
G-16,10,2050,SPMS,Tyson Scott,Male,4.06
G-16,3,3046,MAE,Ursula Cruz,Female,4.01
G-16,9,4673,SBS,Usman Iqbal,Male,4.02
G-16,3,5691,CCDS,Wei Jie,Male,4.06
G-16,8,471,CoB (NBS),Wesley Villanueva,Male,3.89
G-16,8,2087,MAE,William Li,Male,4.2
G-16,3,1344,CEE,Xiuqin,Male,4.15
G-16,8,5277,MAE,Zhen Li,Male,4.01
G-17,1,4215,MAE,Aaron Lee,Male,4.52
G-17,1,411,SoH,Aleksei Koval,Female,3.9
G-17,3,1652,CCEB,Angela Zhang,Female,4.08
G-17,2,2321,MAE,Anil Mehta,Male,4.01
G-17,6,2914,CoB (NBS),Anya Mohd,Female,4.12
G-17,5,5204,SBS,Diyana Binti Kamar,Female,4.1
G-17,10,4886,MAE,Edison Raka,Male,4.2
G-17,7,949,LKCMedicine,Evan Thomas,Male,4.09
G-17,2,4231,ASE,Geeta Kaur,Female,4.18
G-17,4,1914,EEE,George Wilson,Male,4.15
G-17,9,4910,EEE,Gwen Lee,Female,4.18
G-17,3,3818,SoH,Harrison Mendoza,Male,3.9
G-17,8,3792,SBS,Huifen,Female,4.0
G-17,4,2101,ASE,James Tan,Male,4.06
G-17,7,2810,EEE,Janet Wong,Female,3.96
G-17,4,520,SPMS,Jia Ming,Male,4.17
G-17,4,5707,CoE,Jin Ho,Male,4.12
G-17,4,1903,MAE,Joshua Thomas,Male,4.05
G-17,3,3521,MAE,Kenny Lim,Male,4.16
G-17,8,3097,EEE,Kenta Takahashi,Male,4.17
G-17,5,4292,MSE,Manish Joshi,Male,4.19
G-17,3,1872,SSS,Maya Binti Azman,Female,4.05
G-17,10,5875,CCDS,Maya Johnson,Female,4.14
G-17,3,5495,CCDS,Meher Awan,Female,4.09
G-17,10,5609,SPMS,Minh Dao,Male,4.27
G-17,10,5325,CoE,Mohammed Ali,Male,4.11
G-17,9,166,MAE,Nash Reddy,Male,4.08
G-17,9,1851,SSS,Nicolette Cruz,Female,4.04
G-17,9,2037,CoB (NBS),Peiyu,Female,3.9
G-17,1,993,CEE,Reza Khan,Male,4.02
G-17,1,5607,CCEB,Ritika Ali,Female,4.18
G-17,1,2887,CoE,Rohan Kumar,Male,4.3
G-17,5,638,LKCMedicine,Rui Jin Tan,Male,4.05
G-17,5,4505,MAE,Sadia Bukhari,Female,3.91
G-17,5,5557,CCDS,Sana Johar,Female,4.02
G-17,7,4585,CoB (NBS),Scarlett Tan,Female,4.12
G-17,7,3434,CCEB,Siti Amani,Female,4.06
G-17,7,4801,SSS,Sofia Lee,Female,4.02
G-17,6,3243,SSS,Tina Lim,Female,4.01
G-17,6,5815,CCDS,Toshiro Takashima,Male,3.9
G-17,6,3316,SSS,Uriah Ramos,Male,4.22
G-17,6,322,SSS,Vinay Nair,Male,4.1
G-17,2,5523,EEE,Violet Zhou,Female,4.04
G-17,2,1982,SPMS,Wang Feng,Male,3.87
G-17,9,1781,CEE,Wawan Kurniawan,Male,4.15
G-17,8,3303,SPMS,Xiao Yu,Male,4.1
G-17,8,3780,CoB (NBS),Yuna Tan,Female,3.89
G-17,2,1812,CoB (NBS),Zain Ali,Female,4.11
G-17,8,4930,SBS,Zara Mitchell,Female,4.09
G-17,10,2138,MAE,Zulaikha Binti Mohd,Female,4.25
G-18,2,1507,EEE,Adrian Lim,Male,4.01
G-18,1,5268,SSS,Amina Tariq,Female,4.0
G-18,4,5356,SPMS,Arjun Rao,Male,4.14
G-18,7,4921,SBS,Athena Zhao,Female,4.17
G-18,9,4647,SBS,Ayushi Gupta,Female,4.01
G-18,1,262,CCDS,Bilal Ahmed,Male,4.19
G-18,8,3056,EEE,Brayden Hall,Male,4.04
G-18,5,2214,CoB (NBS),Chloe Chen,Female,4.1
G-18,6,37,MSE,Citra Amara,Female,3.9
G-18,3,4383,WKW SCI,Derek White,Male,3.87
G-18,6,3847,MAE,Dylan Parker,Male,4.14
G-18,4,2076,MAE,Ella Villanueva,Female,4.18
G-18,2,4537,ADM,Fang Ling,Female,4.22
G-18,5,5185,MAE,Fang Mei,Female,3.97
G-18,10,4264,CoE,Hao Liang Lim,Male,3.85
G-18,5,2266,SPMS,Harlan Perdana,Male,4.0
G-18,5,4549,CCDS,Isabella Lee,Female,3.9
G-18,4,2066,EEE,Jackson Clark,Male,4.13
G-18,5,1132,WKW SCI,Jawad Khan,Male,4.14
G-18,9,3288,CCEB,Jonathan Sun,Male,4.15
G-18,7,1775,CoE,Kelly Tsang,Male,4.04
G-18,4,5751,SSS,Kinsley Tsai,Female,4.12
G-18,10,1983,MSE,Layla Harris,Female,4.17
G-18,6,4143,SSS,Lila Tan,Female,4.1
G-18,2,4259,ASE,Liu Wei,Female,4.02
G-18,2,1269,SoH,Luca Wong,Male,4.01
G-18,10,3688,SoH,Lucas Wright,Male,3.9
G-18,3,907,EEE,Maya Rani,Female,4.18
G-18,10,4003,CoB (NBS),Megan Lim,Female,4.07
G-18,2,851,CoB (NBS),Min Li,Female,4.18
G-18,7,1301,MAE,Mira Binti Yusof,Female,3.9
G-18,7,4155,CoB (NBS),Mohan Rao,Male,4.15
G-18,6,205,SPMS,Pandu Setiawan,Male,4.2
G-18,6,5566,CoB (NBS),Paxton Ross,Male,4.12
G-18,1,2736,CoB (NBS),Rita Sharma,Female,3.89
G-18,3,1227,CoB (NBS),Samantha Tan,Female,4.14
G-18,7,5826,CCEB,Sana Reddy,Female,4.2
G-18,8,5297,CoB (NBS),Shahida Khan,Female,4.1
G-18,8,5919,CCDS,Shan Binti,Female,4.14
G-18,10,4244,ASE,Shreya Das,Female,4.05
G-18,4,4751,CEE,Shuang,Female,3.9
G-18,9,589,SSS,Sophia Thomas,Female,4.17
G-18,9,79,CoB (NBS),Suhana Rao,Female,4.02
G-18,9,5505,MSE,Tessa Lee,Female,4.16
G-18,8,3255,CCEB,Tyler Garcia,Male,3.92
G-18,1,4422,MAE,Uday Singh,Male,4.12
G-18,8,877,MAE,Xiu Zhang,Female,4.15
G-18,1,3253,SBS,Yasmin Lee,Female,4.05
G-18,3,3260,CCEB,Yuying Wang,Female,4.09
G-18,3,1277,SSS,Zara Lim,Female,4.15
G-19,10,5668,CEE,Aarav Reddy,Male,4.15
G-19,3,4684,EEE,Alyssa Ramirez,Female,4.0
G-19,5,4341,CoE,Amite Agarwal,Male,4.03
G-19,6,1874,MAE,An Nguyen,Male,3.88
G-19,2,465,CoE,Ananya Kaul,Female,4.18
G-19,1,2812,CCEB,Arunachalam Devi,Female,4.01
G-19,1,2386,SPMS,Arvind Reddy,Male,4.08
G-19,10,1761,CoB (NBS),Ava Wilson,Female,4.1
G-19,4,1229,NIE,Chen Bo,Male,4.03
G-19,7,5255,SBS,Chen Yu,Male,3.94
G-19,9,966,CoB (NBS),Christopher Morris,Male,4.15
G-19,8,2490,CoE,Chunxiu,Female,4.05
G-19,9,3120,CoB (NBS),Ella Mitchell,Female,4.12
G-19,9,3375,CoB (NBS),Emily White,Female,4.18
G-19,9,5163,SPMS,Gabriel Scott,Male,4.1
G-19,2,3510,LKCMedicine,Gavin Zhao,Male,4.01
G-19,3,5773,ASE,Imran Waseem,Male,4.17
G-19,5,5064,CoB (NBS),Jaxon White,Male,4.03
G-19,5,3314,CoB (NBS),Jessica Martinez,Female,4.11
G-19,5,1686,MAE,Kendrick Scott,Male,3.89
G-19,7,880,NIE,Lance Alvarado,Male,4.16
G-19,7,3993,CCDS,Lucas Green,Male,4.18
G-19,7,3430,EEE,Mason Wilson,Male,4.07
G-19,10,506,CCDS,Matthew Clark,Male,3.9
G-19,10,1632,SBS,Matthew Lee,Male,4.08
G-19,10,4511,SSS,Mi-Sook Kim,Female,3.85
G-19,4,671,ADM,Miyuki Watanabe,Female,4.01
G-19,6,4669,SSS,Nguyen Thi Lan,Female,4.19
G-19,6,320,CoB (NBS),Nikhil Reddy,Male,4.01
G-19,5,4504,SBS,Nina Desai,Female,4.19
G-19,6,3632,CCDS,Nina Hu,Female,4.14
G-19,4,4156,EEE,Olivia Fernandez,Female,4.25
G-19,4,510,EEE,Owais Khan,Male,4.09
G-19,6,5946,SoH,Ping Zhang,Female,4.11
G-19,4,4786,MAE,Priti Mehta,Female,4.02
G-19,7,5227,LKCMedicine,Qi Zhang,Female,4.02
G-19,2,4380,CCDS,Qianwen,Female,4.05
G-19,8,1520,MSE,Rohan Gupta,Male,4.11
G-19,2,1895,CEE,Rohan Shah,Male,4.0
G-19,2,4229,EEE,Samuel Lee,Male,4.14
G-19,1,3889,SSS,Sasha Tan,Female,4.2
G-19,1,2504,EEE,Shanaya Tan,Female,4.06
G-19,1,5635,EEE,Sneha Joshi,Female,4.03
G-19,3,1169,CoB (NBS),Sushmita Roy,Female,4.12
G-19,9,5769,SSS,Tristan Castillo,Male,4.14
G-19,3,1200,MAE,Vanya Nair,Female,4.12
G-19,3,3574,SSS,Violeta Ong,Female,4.0
G-19,8,49,CCDS,Whitney Alvarado,Female,4.18
G-19,8,1829,CoE,Zachary Li,Male,4.05
G-19,8,3177,CoB (NBS),Zhou Rui,Male,4.03
G-2,3,1765,CCDS,Aadhya Sharma,Female,4.01
G-2,1,5802,CEE,Addison Chen,Female,4.03
G-2,4,764,CEE,Ahmad Ramlie,Male,4.02
G-2,2,4006,CEE,Ali Abubakar,Male,4.12
G-2,2,321,SoH,Anya Chua,Female,4.01
G-2,5,460,CCDS,Brianna Johnson,Female,4.1
G-2,3,2788,MSE,Carter Moore,Male,4.17
G-2,4,5750,WKW SCI,Chunhua,Female,3.9
G-2,5,3026,NIE,David Ho,Male,4.0
G-2,8,3501,SoH,Derek Adams,Male,4.05
G-2,1,3527,WKW SCI,Eli Walker,Male,4.19
G-2,6,4851,SSS,Fatima Rani,Female,4.09
G-2,10,5996,MAE,Fatima Yusof,Female,4.19
G-2,4,3926,EEE,Gisela Tan,Female,4.19
G-2,10,4738,SSS,Hanafi Bin Mohd,Female,4.05
G-2,7,3523,WKW SCI,Haroon Ali,Male,3.95
G-2,9,586,EEE,Isaiah Turner,Male,4.18
G-2,10,3533,CEE,Izzat Bin Ibrahim,Male,4.15
G-2,6,2473,SPMS,Jasper Lim,Male,4.12
G-2,4,4453,SSS,Jesse Bennett,Male,4.03
G-2,10,5103,CCDS,Ki-Hoon Kim,Male,4.03
G-2,7,229,CoB (NBS),Lana Turner,Female,4.17
G-2,5,1726,CCEB,Lara Li,Female,4.2
G-2,1,2052,EEE,Layla Collins,Female,4.05
G-2,6,2547,CCDS,Lila Zhao,Female,4.01
G-2,2,5371,SBS,Lina Binti Ali,Female,4.19
G-2,9,2712,SBS,Mei Zhao,Female,4.12
G-2,8,1814,CCEB,Mingjing,Female,4.05
G-2,3,5080,CoB (NBS),Mira Lin,Female,4.15
G-2,4,3636,CCEB,Nadia Iqbal,Female,4.16
G-2,7,4392,EEE,Nathaniel Adams,Male,4.2
G-2,7,4123,NIE,Nguyen Thi Phuong,Female,4.03
G-2,7,5226,CCEB,Patricia Wong,Female,4.18
G-2,9,3212,CoB (NBS),Priya Gupta,Female,4.07
G-2,9,5073,SoH,Quinn Lee,Male,4.01
G-2,6,1428,MAE,Selena Tan,Female,4.17
G-2,6,3615,MSE,Shalini Pillai,Female,4.22
G-2,3,4558,MAE,Shirley Tan,Female,4.06
G-2,8,3611,CCDS,Sofia Chandra,Female,4.22
G-2,8,1455,ADM,Sophia Koh,Female,4.15
G-2,8,1965,SBS,Stella Bryant,Female,3.88
G-2,9,3568,ASE,Tanya Sharma,Female,4.03
G-2,3,4624,EEE,Tina Tan,Female,4.03
G-2,2,248,SSS,Winston Villanueva,Male,4.03
G-2,2,4759,CCEB,Xiu Li,Female,4.03
G-2,10,2611,CoB (NBS),Yang Zhang,Male,4.07
G-2,1,3882,CCEB,Yoshiko Mori,Female,4.03
G-2,1,1130,CCDS,Yuri Chekhov,Male,4.03
G-2,5,5994,MSE,Zain Qureshi,Female,4.11
G-2,5,1877,CCDS,Zhengrong,Male,4.2
G-20,9,3428,MAE,Abigail White,Female,4.11
G-20,1,2579,SPMS,Alice Liu,Female,4.22
G-20,1,130,CoB (NBS),Ayush Desai,Male,4.01
G-20,2,3991,SoH,Bella Torres,Female,4.1
G-20,3,5201,CoB (NBS),Cameron Hall,Male,4.02
G-20,3,5720,CoE,Emily Baker,Female,4.2
G-20,5,5182,CoB (NBS),Emily Hill,Female,4.04
G-20,4,5653,SPMS,Gaurav Dutta,Male,4.18
G-20,10,879,SBS,Gina Agustina,Female,4.0
G-20,4,836,ADM,Greta Lin,Female,4.07
G-20,7,3456,EEE,Harper Wright,Female,4.03
G-20,6,853,EEE,Hiroshi Kobayashi,Male,4.2
G-20,2,4302,EEE,Huang Feng,Male,4.21
G-20,8,847,EEE,Huang Xin,Male,3.95
G-20,5,1433,EEE,Huanyu,Female,4.15
G-20,5,1499,CCDS,Ishaan Mehta,Male,4.03
G-20,9,4270,CoB (NBS),Ivy Chan,Female,3.96
G-20,5,2673,CoE,Jack Ng,Male,3.95
G-20,9,5593,CoB (NBS),Jaden Walker,Male,4.12
G-20,6,5216,CEE,Jasmine Hall,Female,4.12
G-20,9,255,CEE,Jin Ping,Male,4.12
G-20,5,3166,SBS,Jingwen,Female,4.05
G-20,7,976,MAE,Kartik Nair,Male,4.07
G-20,8,300,SSS,Kazuko Watanabe,Female,4.08
G-20,10,62,EEE,Luna Lin,Female,4.14
G-20,9,604,LKCMedicine,Matthew Wu,Male,4.3
G-20,8,3943,CoB (NBS),Mia Chang,Female,4.18
G-20,10,4005,CoB (NBS),Mia Wang,Female,4.1
G-20,10,3895,SPMS,Milo Li,Male,4.19
G-20,8,3383,MAE,Mi-Ya Kim,Female,4.1
G-20,4,1630,EEE,Miyuki Kobayashi,Female,4.0
G-20,6,3289,CoB (NBS),Natasha Wong,Female,4.1
G-20,10,1519,CCEB,Nguyen Huu Phuc,Male,4.02
G-20,8,3248,MSE,Oliver Gray,Male,4.03
G-20,6,4912,SBS,Patrick Villanueva,Male,4.12
G-20,7,4898,CoB (NBS),Priyanka Singh,Female,4.52
G-20,2,5126,CoB (NBS),Quinn Rivera,Female,4.18
G-20,7,886,WKW SCI,Raghav Sharma,Male,4.05
G-20,4,826,CoB (NBS),Riya Chen,Female,4.1
G-20,4,2092,CEE,Sanjay Tan,Male,3.96
G-20,2,104,CCDS,Simon Li,Male,3.88
G-20,1,5123,EEE,Tanvi Kapoor,Female,3.86
G-20,1,1140,CoB (NBS),Truong Minh Quang,Male,3.85
G-20,3,2658,EEE,Xiang Hong,Female,4.07
G-20,3,1436,SPMS,Yasir Shah,Male,4.0
G-20,1,5381,EEE,Yoshiko Taniguchi,Female,3.88
G-20,3,2019,MSE,Yuki Tanaka,Female,4.14
G-20,7,4586,CCDS,Yulianto Budi,Male,4.2
G-20,6,258,MAE,Yuna Tanaka,Female,4.18
G-20,2,4883,SPMS,Zeeshan Khan,Male,4.0
G-21,9,1418,CCDS,Aarav Mehta,Male,4.18
G-21,10,681,CCDS,Ananya Jain,Female,4.19
G-21,3,121,CoB (NBS),Aria Rogers,Female,3.86
G-21,2,596,CCDS,Beckett Liu,Male,4.01
G-21,1,4247,SPMS,Bodhi Li,Male,4.02
G-21,6,3389,CCDS,Boris Sergeyevich,Male,4.17
G-21,7,817,CEE,Calvin Bell,Male,4.18
G-21,2,2549,EEE,Chloe Collins,Female,4.16
G-21,5,2743,CCEB,Dante Li,Male,4.06
G-21,1,1882,CCDS,Demi Zhao,Female,4.18
G-21,3,3258,MAE,Dylan Walker,Male,4.22
G-21,4,2150,ASE,Gage Cooper,Male,4.17
G-21,8,1203,SPMS,Hanh Nguyen,Female,4.1
G-21,4,1663,CoB (NBS),Hassan Nawaz,Male,3.95
G-21,7,4385,ADM,Helena Lam,Female,4.12
G-21,5,4575,SBS,Ivy Wong,Female,4.2
G-21,4,436,CoE,Jaxon Bennett,Male,4.1
G-21,4,5555,CoB (NBS),Jin Hua,Male,3.97
G-21,10,2360,CoB (NBS),Joseph Lee,Male,4.01
G-21,10,5048,SBS,Kai Li Tan,Female,4.25
G-21,10,2077,CCEB,Kali Chang,Female,4.14
G-21,6,4462,SSS,Katherine Lee,Female,4.02
G-21,6,2784,CCEB,Kevin Lee,Male,3.9
G-21,7,4255,CCDS,Leo Turner,Male,4.04
G-21,7,2215,ASE,Liam Mitchell,Male,4.18
G-21,7,1720,MAE,Mei Ling Ong,Female,4.05
G-21,6,4067,CoB (NBS),Moxie Lin,Female,4.11
G-21,3,3852,CCDS,Neelam Agarwal,Female,4.09
G-21,5,2365,CCDS,Neha Patel,Female,4.09
G-21,3,5512,CEE,Noel Pineda,Male,4.1
G-21,9,2120,MSE,Pooja Aggarwal,Female,4.0
G-21,8,2977,MAE,Pooja Joshi,Female,3.88
G-21,3,1013,SBS,Pooja Sinha,Female,4.06
G-21,1,3522,CCEB,Rania Hussain,Female,4.03
G-21,10,3112,CEE,Raymond Lim,Male,4.25
G-21,9,3994,SBS,Rebecca Ong,Female,4.13
G-21,8,5775,CoE,Rio Yang,Male,4.12
G-21,4,4543,SBS,Sameer Khan,Male,4.03
G-21,8,304,CCDS,Samuel Tan,Male,3.88
G-21,8,3776,CoB (NBS),Sharon Tan,Female,3.91
G-21,2,5686,CCEB,Sita Sharma,Female,4.0
G-21,2,1316,CoB (NBS),Siti Aisyah Binti Ibrahim,Female,4.2
G-21,2,3823,ADM,Sonya Khanna,Female,4.06
G-21,5,3165,MSE,Ursula Ng,Female,3.93
G-21,5,3455,MAE,Yvonne Tan,Female,4.03
G-21,9,1486,SSS,Zahra Nabila,Female,4.15
G-21,1,3223,SSS,Zara Tan,Female,3.94
G-21,9,1878,ASE,Zhao Wei Lim,Male,4.05
G-21,1,5300,CoB (NBS),Zhaohui,Female,3.9
G-21,6,2512,SPMS,Zoe Turner,Female,4.15
G-22,1,4484,SoH,Aamir Khan,Male,4.04
G-22,2,4436,CoB (NBS),Aarohi Kapoor,Female,4.08
G-22,4,2126,EEE,Aaron White,Male,4.19
G-22,10,815,NIE,Alia Bin Zul,Male,4.15
G-22,7,4278,CoB (NBS),Alia Binti Mohd,Female,4.0
